Isolate,Location,Latitude,Longitude,Publication,Sequence_Type,Lab_Isolate,Other_info
BK958_DayLab_454,Gabon_Bakoumba,#N/A,#N/A,DayLab_454,,field,
BK959_DayLab_454,Gabon_Bakoumba,#N/A,#N/A,DayLab_454,,field,
Col1_DayLab_454,Colombia_Turbo,#N/A,#N/A,DayLab_454,,field,
Col10_DayLab_454,Colombia_Turbo,#N/A,#N/A,DayLab_454,,field,
Col11_DayLab_454,Colombia_Turbo,#N/A,#N/A,DayLab_454,,field,
Col13_DayLab_454,Colombia_Turbo,#N/A,#N/A,DayLab_454,,field,
Col15_DayLab_454,Colombia_Turbo,#N/A,#N/A,DayLab_454,,field,
Col16_DayLab_454,Colombia_Turbo,#N/A,#N/A,DayLab_454,,field,
Col17_DayLab_454,Colombia_Turbo,#N/A,#N/A,DayLab_454,,field,
Col18_DayLab_454,Colombia_Turbo,#N/A,#N/A,DayLab_454,,field,
Col2_DayLab_454,Colombia_Turbo,#N/A,#N/A,DayLab_454,,field,
Col21_DayLab_454,Colombia_Turbo,#N/A,#N/A,DayLab_454,,field,
Col22_DayLab_454,Colombia_Turbo,#N/A,#N/A,DayLab_454,,field,
Col23_DayLab_454,Colombia_Turbo,#N/A,#N/A,DayLab_454,,field,
Col24_DayLab_454,Colombia_Turbo,#N/A,#N/A,DayLab_454,,field,
Col25_DayLab_454,Colombia_Turbo,#N/A,#N/A,DayLab_454,,field,
Col3_DayLab_454,Colombia_Turbo,#N/A,#N/A,DayLab_454,,field,
Col30_DayLab_454,Colombia_Turbo,#N/A,#N/A,DayLab_454,,field,
Col4_DayLab_454,Colombia_Turbo,#N/A,#N/A,DayLab_454,,field,
Col5_DayLab_454,Colombia_Turbo,#N/A,#N/A,DayLab_454,,field,
Col7_DayLab_454,Colombia_Turbo,#N/A,#N/A,DayLab_454,,field,
Col8_DayLab_454,Colombia_Turbo,#N/A,#N/A,DayLab_454,,field,
Col9_DayLab_454,Colombia_Turbo,#N/A,#N/A,DayLab_454,,field,
DD2_DayLab_454,DD2,-8.783195,-124.508523,DayLab_454,,field,
DD2_DayLab_Ghana_1,DD2,-8.783195,-124.508523,DayLab_Ghana_1,,field,
DD2xHB3_DayLab_454,DD2xHB3,-8.783195,-124.508523,DayLab_454,,field,
MUZ12_barry2007,PNG_Amele,#N/A,#N/A,barry2007,,,
AME1_barry2007,PNG_Amele,#N/A,#N/A,barry2007,,,
AME4_barry2007,PNG_Amele,#N/A,#N/A,barry2007,,,
BAK1_Chen2011,Gabon,-0.803689,11.609444,Chen2011,,,
BAK5_Chen2011,Gabon,-0.803689,11.609444,Chen2011,,,
BAK14_Chen2011,Gabon,-0.803689,11.609444,Chen2011,,,
HB3_barry2007,HB3,15.199999,-86.241905,barry2007,,,
SM3_barry2007,Zimbabwe_Sahuman,#N/A,#N/A,barry2007,,,
AME2_barry2007,PNG_Amele,#N/A,#N/A,barry2007,,,
AME3_barry2007,PNG_Amele,#N/A,#N/A,barry2007,,,
AME7_barry2007,PNG_Amele,#N/A,#N/A,barry2007,,,
AME8_barry2007,PNG_Amele,#N/A,#N/A,barry2007,,,
AME10_barry2007,PNG_Amele,#N/A,#N/A,barry2007,,,
AME12_barry2007,PNG_Amele,#N/A,#N/A,barry2007,,,
AME13_barry2007,PNG_Amele,#N/A,#N/A,barry2007,,,
AME14_barry2007,PNG_Amele,#N/A,#N/A,barry2007,,,
AME15_barry2007,PNG_Amele,#N/A,#N/A,barry2007,,,
AME16_barry2007,PNG_Amele,#N/A,#N/A,barry2007,,,
AME17_barry2007,PNG_Amele,#N/A,#N/A,barry2007,,,
AME18_barry2007,PNG_Amele,#N/A,#N/A,barry2007,,,
AME20_barry2007,PNG_Amele,#N/A,#N/A,barry2007,,,
AME28_barry2007,PNG_Amele,#N/A,#N/A,barry2007,,,
KF1916_barry2007,PNG_Amele,#N/A,#N/A,barry2007,,,
AME21_barry2007,PNG_Amele,#N/A,#N/A,barry2007,,,
AME9_barry2007,PNG_Amele,#N/A,#N/A,barry2007,,,
AME19_barry2007,PNG_Amele,#N/A,#N/A,barry2007,,,
AME24_barry2007,PNG_Amele,#N/A,#N/A,barry2007,,,
AME25_barry2007,PNG_Amele,#N/A,#N/A,barry2007,,,
AME27_barry2007,PNG_Amele,#N/A,#N/A,barry2007,,,
AME29_barry2007,PNG_Amele,#N/A,#N/A,barry2007,,,
3118_barry2007,Kenya,-0.023559,37.906193,barry2007,,,
BAK8_Chen2011,Gabon,-0.803689,11.609444,Chen2011,,,
BAK22_Chen2011,Gabon,-0.803689,11.609444,Chen2011,,,
BAK23_Chen2011,Gabon,-0.803689,11.609444,Chen2011,,,
BAK25_Chen2011,Gabon,-0.803689,11.609444,Chen2011,,,
BAK29_Chen2011,Gabon,-0.803689,11.609444,Chen2011,,,
D6_barry2007,SierraLeone,8.460555,-11.779889,barry2007,,,
DIE4_barry2007,Gabon_Dienga,#N/A,#N/A,barry2007,,,
AME5_barry2007,PNG_Amele,#N/A,#N/A,barry2007,,,
AME23_barry2007,PNG_Amele,#N/A,#N/A,barry2007,,,
AME22_barry2007,PNG_Amele,#N/A,#N/A,barry2007,,,
KF1776_barry2007,PNG_Amele,#N/A,#N/A,barry2007,,,
MUZ37_barry2007,PNG_Amele,#N/A,#N/A,barry2007,,,
AME11_barry2007,PNG_Amele,#N/A,#N/A,barry2007,,,
AME26_barry2007,PNG_Amele,#N/A,#N/A,barry2007,,,
W2_barry2007,Laos,19.85627,102.495496,barry2007,,,
MUZ106_barry2007,PNG_Amele,#N/A,#N/A,barry2007,,,
SM2_barry2007,Zimbabwe_Sahuman,#N/A,#N/A,barry2007,,,
BAK28_Chen2011,Gabon,-0.803689,11.609444,Chen2011,,,
SM1_barry2007,Zimbabwe_Sahuman,#N/A,#N/A,barry2007,,,
DIE2_barry2007,Gabon_Dienga,#N/A,#N/A,barry2007,,,
7G8_barry2007,Brazil_Manaus,#N/A,#N/A,barry2007,,,
DIE1_barry2007,Gabon_Dienga,#N/A,#N/A,barry2007,,,
BAK7_Chen2011,Gabon,-0.803689,11.609444,Chen2011,,,
BAK17_Chen2011,Gabon,-0.803689,11.609444,Chen2011,,,
BAK26_Chen2011,Gabon,-0.803689,11.609444,Chen2011,,,
SK44_barry2007,Thailand,15.870032,100.992541,barry2007,,,
BAK11_Chen2011,Gabon,-0.803689,11.609444,Chen2011,,,
BAK13_Chen2011,Gabon,-0.803689,11.609444,Chen2011,,,
BAK9_Chen2011,Gabon,-0.803689,11.609444,Chen2011,,,
BAK2_Chen2011,Gabon,-0.803689,11.609444,Chen2011,,,
PO19_barry2007,Thailand,15.870032,100.992541,barry2007,,,
AME6_barry2007,PNG_Amele,#N/A,#N/A,barry2007,,,
AMB47_barry2007,Thailand,15.870032,100.992541,barry2007,,,
BAK3_Chen2011,Gabon,-0.803689,11.609444,Chen2011,,,
BAK4_Chen2011,Gabon,-0.803689,11.609444,Chen2011,,,
BAK6_Chen2011,Gabon,-0.803689,11.609444,Chen2011,,,
BAK10_Chen2011,Gabon,-0.803689,11.609444,Chen2011,,,
BAK12_Chen2011,Gabon,-0.803689,11.609444,Chen2011,,,
BAK15_Chen2011,Gabon,-0.803689,11.609444,Chen2011,,,
BAK16_Chen2011,Gabon,-0.803689,11.609444,Chen2011,,,
BAK18_Chen2011,Gabon,-0.803689,11.609444,Chen2011,,,
BAK19_Chen2011,Gabon,-0.803689,11.609444,Chen2011,,,
BAK20_Chen2011,Gabon,-0.803689,11.609444,Chen2011,,,
BAK21_Chen2011,Gabon,-0.803689,11.609444,Chen2011,,,
BAK24_Chen2011,Gabon,-0.803689,11.609444,Chen2011,,,
BAK27_Chen2011,Gabon,-0.803689,11.609444,Chen2011,,,
M24_barry2007,Kenya,-0.023559,37.906193,barry2007,,,
PO18_barry2007,Thailand,15.870032,100.992541,barry2007,,,
MRC20_barry2007,India,20.593684,78.96288,barry2007,,,
MUZ51_barry2007,PNG_Amele,#N/A,#N/A,barry2007,,,
DIE3_barry2007,Gabon_Dienga,#N/A,#N/A,barry2007,,,
K39_barry2007,Kenya,-0.023559,37.906193,barry2007,,,
AME30_barry2007,PNG_Amele,#N/A,#N/A,barry2007,,,
CM1_kyriacou2006,Mali,17.570692,-3.996166,kyriacou2006,,,
CM2_kyriacou2006,Mali,17.570692,-3.996166,kyriacou2006,,,
CM3_kyriacou2006,Mali,17.570692,-3.996166,kyriacou2006,,,
CM4_kyriacou2006,Mali,17.570692,-3.996166,kyriacou2006,,,
CM5_kyriacou2006,Mali,17.570692,-3.996166,kyriacou2006,,,
CM6_kyriacou2006,Mali,17.570692,-3.996166,kyriacou2006,,,
CM7_kyriacou2006,Mali,17.570692,-3.996166,kyriacou2006,,,
CM8_kyriacou2006,Mali,17.570692,-3.996166,kyriacou2006,,,
CM9_kyriacou2006,Mali,17.570692,-3.996166,kyriacou2006,,,
HYP1_kyriacou2006,Mali,17.570692,-3.996166,kyriacou2006,,,
HYP2_kyriacou2006,Mali,17.570692,-3.996166,kyriacou2006,,,
HYP3_kyriacou2006,Mali,17.570692,-3.996166,kyriacou2006,,,
HYP4_kyriacou2006,Mali,17.570692,-3.996166,kyriacou2006,,,
HYP5_kyriacou2006,Mali,17.570692,-3.996166,kyriacou2006,,,
HYP6_kyriacou2006,Mali,17.570692,-3.996166,kyriacou2006,,,
HYP7_kyriacou2006,Mali,17.570692,-3.996166,kyriacou2006,,,
HYP8_kyriacou2006,Mali,17.570692,-3.996166,kyriacou2006,,,
U1_kyriacou2006,Mali,17.570692,-3.996166,kyriacou2006,,,
U2_kyriacou2006,Mali,17.570692,-3.996166,kyriacou2006,,,
U3_kyriacou2006,Mali,17.570692,-3.996166,kyriacou2006,,,
U4_kyriacou2006,Mali,17.570692,-3.996166,kyriacou2006,,,
U5_kyriacou2006,Mali,17.570692,-3.996166,kyriacou2006,,,
U6_kyriacou2006,Mali,17.570692,-3.996166,kyriacou2006,,,
U7_kyriacou2006,Mali,17.570692,-3.996166,kyriacou2006,,,
U8_kyriacou2006,Mali,17.570692,-3.996166,kyriacou2006,,,
U9_kyriacou2006,Mali,17.570692,-3.996166,kyriacou2006,,,
PM30_montgomery2007,Malawi,-13.254308,34.301525,montgomery2007,,,
PM32_montgomery2007,Malawi,-13.254308,34.301525,montgomery2007,,,
PM55_montgomery2007,Malawi,-13.254308,34.301525,montgomery2007,,,
unknown_montgomery2007,Malawi,-13.254308,34.301525,montgomery2007,,,
G3st10_DayLab_454,FrenchGuyana_TroisSauts,#N/A,#N/A,DayLab_454,,field,
G3st12_DayLab_454,FrenchGuyana_TroisSauts,#N/A,#N/A,DayLab_454,,field,
G3st13_DayLab_454,FrenchGuyana_TroisSauts,#N/A,#N/A,DayLab_454,,field,
G3st14_DayLab_454,FrenchGuyana_TroisSauts,#N/A,#N/A,DayLab_454,,field,
G3st15_DayLab_454,FrenchGuyana_TroisSauts,#N/A,#N/A,DayLab_454,,field,
G3st16_DayLab_454,FrenchGuyana_TroisSauts,#N/A,#N/A,DayLab_454,,field,
G3st18_DayLab_454,FrenchGuyana_TroisSauts,#N/A,#N/A,DayLab_454,,field,
G3st19_DayLab_454,FrenchGuyana_TroisSauts,#N/A,#N/A,DayLab_454,,field,
G3st2_DayLab_454,FrenchGuyana_TroisSauts,#N/A,#N/A,DayLab_454,,field,
G3st20_DayLab_454,FrenchGuyana_TroisSauts,#N/A,#N/A,DayLab_454,,field,
G3st21_DayLab_454,FrenchGuyana_TroisSauts,#N/A,#N/A,DayLab_454,,field,
G3st22_DayLab_454,FrenchGuyana_TroisSauts,#N/A,#N/A,DayLab_454,,field,
G3st23_DayLab_454,FrenchGuyana_TroisSauts,#N/A,#N/A,DayLab_454,,field,
G3st25_DayLab_454,FrenchGuyana_TroisSauts,#N/A,#N/A,DayLab_454,,field,
G3st26_DayLab_454,FrenchGuyana_TroisSauts,#N/A,#N/A,DayLab_454,,field,
G3st27_DayLab_454,FrenchGuyana_TroisSauts,#N/A,#N/A,DayLab_454,,field,
G3st28_DayLab_454,FrenchGuyana_TroisSauts,#N/A,#N/A,DayLab_454,,field,
G3st3_DayLab_454,FrenchGuyana_TroisSauts,#N/A,#N/A,DayLab_454,,field,
G3st30_DayLab_454,FrenchGuyana_TroisSauts,#N/A,#N/A,DayLab_454,,field,
G3st31_DayLab_454,FrenchGuyana_TroisSauts,#N/A,#N/A,DayLab_454,,field,
G3st32_DayLab_454,FrenchGuyana_TroisSauts,#N/A,#N/A,DayLab_454,,field,
G3st34_DayLab_454,FrenchGuyana_TroisSauts,#N/A,#N/A,DayLab_454,,field,
G3st35_DayLab_454,FrenchGuyana_TroisSauts,#N/A,#N/A,DayLab_454,,field,
G3st36_DayLab_454,FrenchGuyana_TroisSauts,#N/A,#N/A,DayLab_454,,field,
G3st37_DayLab_454,FrenchGuyana_TroisSauts,#N/A,#N/A,DayLab_454,,field,
G3st39_DayLab_454,FrenchGuyana_TroisSauts,#N/A,#N/A,DayLab_454,,field,
G3st40_DayLab_454,FrenchGuyana_TroisSauts,#N/A,#N/A,DayLab_454,,field,
G3st43_DayLab_454,FrenchGuyana_TroisSauts,#N/A,#N/A,DayLab_454,,field,
G3st44_DayLab_454,FrenchGuyana_TroisSauts,#N/A,#N/A,DayLab_454,,field,
G3st46_DayLab_454,FrenchGuyana_TroisSauts,#N/A,#N/A,DayLab_454,,field,
G3st48_DayLab_454,FrenchGuyana_TroisSauts,#N/A,#N/A,DayLab_454,,field,
G3st5_DayLab_454,FrenchGuyana_TroisSauts,#N/A,#N/A,DayLab_454,,field,
G3st6_DayLab_454,FrenchGuyana_TroisSauts,#N/A,#N/A,DayLab_454,,field,
G3st7_DayLab_454,FrenchGuyana_TroisSauts,#N/A,#N/A,DayLab_454,,field,
G3st8_DayLab_454,FrenchGuyana_TroisSauts,#N/A,#N/A,DayLab_454,,field,
Gc1_DayLab_454,FrenchGuyana_Camopi,#N/A,#N/A,DayLab_454,,field,
Gc11_DayLab_454,FrenchGuyana_Camopi,#N/A,#N/A,DayLab_454,,field,
Gc13_DayLab_454,FrenchGuyana_Camopi,#N/A,#N/A,DayLab_454,,field,
Gc14_DayLab_454,FrenchGuyana_Camopi,#N/A,#N/A,DayLab_454,,field,
Gc15_DayLab_454,FrenchGuyana_Camopi,#N/A,#N/A,DayLab_454,,field,
Gc17_DayLab_454,FrenchGuyana_Camopi,#N/A,#N/A,DayLab_454,,field,
Gc18_DayLab_454,FrenchGuyana_Camopi,#N/A,#N/A,DayLab_454,,field,
Gc19_DayLab_454,FrenchGuyana_Camopi,#N/A,#N/A,DayLab_454,,field,
Gc2_DayLab_454,FrenchGuyana_Camopi,#N/A,#N/A,DayLab_454,,field,
Gc20_DayLab_454,FrenchGuyana_Camopi,#N/A,#N/A,DayLab_454,,field,
Gc21_DayLab_454,FrenchGuyana_Camopi,#N/A,#N/A,DayLab_454,,field,
Gc22_DayLab_454,FrenchGuyana_Camopi,#N/A,#N/A,DayLab_454,,field,
Gc23_DayLab_454,FrenchGuyana_Camopi,#N/A,#N/A,DayLab_454,,field,
Gc24_DayLab_454,FrenchGuyana_Camopi,#N/A,#N/A,DayLab_454,,field,
Gc25_DayLab_454,FrenchGuyana_Camopi,#N/A,#N/A,DayLab_454,,field,
Gc26_DayLab_454,FrenchGuyana_Camopi,#N/A,#N/A,DayLab_454,,field,
Gc27_DayLab_454,FrenchGuyana_Camopi,#N/A,#N/A,DayLab_454,,field,
Gc28_DayLab_454,FrenchGuyana_Camopi,#N/A,#N/A,DayLab_454,,field,
Gc3_DayLab_454,FrenchGuyana_Camopi,#N/A,#N/A,DayLab_454,,field,
Gc31_DayLab_454,FrenchGuyana_Camopi,#N/A,#N/A,DayLab_454,,field,
Gc32_DayLab_454,FrenchGuyana_Camopi,#N/A,#N/A,DayLab_454,,field,
Gc34_DayLab_454,FrenchGuyana_Camopi,#N/A,#N/A,DayLab_454,,field,
Gc35_DayLab_454,FrenchGuyana_Camopi,#N/A,#N/A,DayLab_454,,field,
Gc36_DayLab_454,FrenchGuyana_Camopi,#N/A,#N/A,DayLab_454,,field,
Gc37_DayLab_454,FrenchGuyana_Camopi,#N/A,#N/A,DayLab_454,,field,
Gc38_DayLab_454,FrenchGuyana_Camopi,#N/A,#N/A,DayLab_454,,field,
Gc39_DayLab_454,FrenchGuyana_Camopi,#N/A,#N/A,DayLab_454,,field,
Gc42_DayLab_454,FrenchGuyana_Camopi,#N/A,#N/A,DayLab_454,,field,
Gc43_DayLab_454,FrenchGuyana_Camopi,#N/A,#N/A,DayLab_454,,field,
Gc45_DayLab_454,FrenchGuyana_Camopi,#N/A,#N/A,DayLab_454,,field,
Gc46_DayLab_454,FrenchGuyana_Camopi,#N/A,#N/A,DayLab_454,,field,
Gc47_DayLab_454,FrenchGuyana_Camopi,#N/A,#N/A,DayLab_454,,field,
Gc49_DayLab_454,FrenchGuyana_Camopi,#N/A,#N/A,DayLab_454,,field,
Gc5_DayLab_454,FrenchGuyana_Camopi,#N/A,#N/A,DayLab_454,,field,
Gc50_DayLab_454,FrenchGuyana_Camopi,#N/A,#N/A,DayLab_454,,field,
Gc53_DayLab_454,FrenchGuyana_Camopi,#N/A,#N/A,DayLab_454,,field,
Gc57_DayLab_454,FrenchGuyana_Camopi,#N/A,#N/A,DayLab_454,,field,
Gc58_DayLab_454,FrenchGuyana_Camopi,#N/A,#N/A,DayLab_454,,field,
Gc6_DayLab_454,FrenchGuyana_Camopi,#N/A,#N/A,DayLab_454,,field,
Gc7_DayLab_454,FrenchGuyana_Camopi,#N/A,#N/A,DayLab_454,,field,
Gc8_DayLab_454,FrenchGuyana_Camopi,#N/A,#N/A,DayLab_454,,field,
Gc9_DayLab_454,FrenchGuyana_Camopi,#N/A,#N/A,DayLab_454,,field,
HB3_DayLab_454,HB3,-8.783195,-124.508523,DayLab_454,,field,
HB3_DayLab_Ghana_1,HB3,-8.783195,-124.508523,DayLab_Ghana_1,,field,
HB3xDD2_DayLab_454,HB3xDD2,-8.783195,-124.508523,DayLab_454,,field,
HB3xDD2_DayLab_Ghana_1,HB3xDD2,-8.783195,-124.508523,DayLab_Ghana_1,,field,
KIL09_Chen2011,Kenya_Kilifi,#N/A,#N/A,Chen2011,,,
KIL11_Chen2011,Kenya_Kilifi,#N/A,#N/A,Chen2011,,,
KIL14_Chen2011,Kenya_Kilifi,#N/A,#N/A,Chen2011,,,
KIL15_Chen2011,Kenya_Kilifi,#N/A,#N/A,Chen2011,,,
KIL16_Chen2011,Kenya_Kilifi,#N/A,#N/A,Chen2011,,,
KIL19_Chen2011,Kenya_Kilifi,#N/A,#N/A,Chen2011,,,
KIL22_Chen2011,Kenya_Kilifi,#N/A,#N/A,Chen2011,,,
KIL23_Chen2011,Kenya_Kilifi,#N/A,#N/A,Chen2011,,,
KIL24_Chen2011,Kenya_Kilifi,#N/A,#N/A,Chen2011,,,
KIL26_Chen2011,Kenya_Kilifi,#N/A,#N/A,Chen2011,,,
KIL27_Chen2011,Kenya_Kilifi,#N/A,#N/A,Chen2011,,,
KIL28_Chen2011,Kenya_Kilifi,#N/A,#N/A,Chen2011,,,
KIL29_Chen2011,Kenya_Kilifi,#N/A,#N/A,Chen2011,,,
KIL30_Chen2011,Kenya_Kilifi,#N/A,#N/A,Chen2011,,,
KIL31_Chen2011,Kenya_Kilifi,#N/A,#N/A,Chen2011,,,
KIL32_Chen2011,Kenya_Kilifi,#N/A,#N/A,Chen2011,,,
KIL34_Chen2011,Kenya_Kilifi,#N/A,#N/A,Chen2011,,,
KIL35_Chen2011,Kenya_Kilifi,#N/A,#N/A,Chen2011,,,
KIL36_Chen2011,Kenya_Kilifi,#N/A,#N/A,Chen2011,,,
KIL37_Chen2011,Kenya_Kilifi,#N/A,#N/A,Chen2011,,,
KIL38_Chen2011,Kenya_Kilifi,#N/A,#N/A,Chen2011,,,
KIL39_Chen2011,Kenya_Kilifi,#N/A,#N/A,Chen2011,,,
KIL40_Chen2011,Kenya_Kilifi,#N/A,#N/A,Chen2011,,,
KIL41_Chen2011,Kenya_Kilifi,#N/A,#N/A,Chen2011,,,
KIL42_Chen2011,Kenya_Kilifi,#N/A,#N/A,Chen2011,,,
KIL43_Chen2011,Kenya_Kilifi,#N/A,#N/A,Chen2011,,,
KIL44_Chen2011,Kenya_Kilifi,#N/A,#N/A,Chen2011,,,
KIL45_Chen2011,Kenya_Kilifi,#N/A,#N/A,Chen2011,,,
KIL46_Chen2011,Kenya_Kilifi,#N/A,#N/A,Chen2011,,,
KIL48_Chen2011,Kenya_Kilifi,#N/A,#N/A,Chen2011,,,
PIK01_Chen2011,Pikine_Senegal,#N/A,#N/A,Chen2011,,,
PIK02_Chen2011,Pikine_Senegal,#N/A,#N/A,Chen2011,,,
PIK03_Chen2011,Pikine_Senegal,#N/A,#N/A,Chen2011,,,
PIK04_Chen2011,Pikine_Senegal,#N/A,#N/A,Chen2011,,,
PIK05_Chen2011,Pikine_Senegal,#N/A,#N/A,Chen2011,,,
PIK06_Chen2011,Pikine_Senegal,#N/A,#N/A,Chen2011,,,
PIK07_Chen2011,Pikine_Senegal,#N/A,#N/A,Chen2011,,,
PIK08_Chen2011,Pikine_Senegal,#N/A,#N/A,Chen2011,,,
PIK09_Chen2011,Pikine_Senegal,#N/A,#N/A,Chen2011,,,
PIK10_Chen2011,Pikine_Senegal,#N/A,#N/A,Chen2011,,,
PIK11_Chen2011,Pikine_Senegal,#N/A,#N/A,Chen2011,,,
PIK12_Chen2011,Pikine_Senegal,#N/A,#N/A,Chen2011,,,
PIK14_Chen2011,Pikine_Senegal,#N/A,#N/A,Chen2011,,,
PIK15_Chen2011,Pikine_Senegal,#N/A,#N/A,Chen2011,,,
PIK16_Chen2011,Pikine_Senegal,#N/A,#N/A,Chen2011,,,
PIK19_Chen2011,Pikine_Senegal,#N/A,#N/A,Chen2011,,,
PIK20_Chen2011,Pikine_Senegal,#N/A,#N/A,Chen2011,,,
PIK21_Chen2011,Pikine_Senegal,#N/A,#N/A,Chen2011,,,
PIK22_Chen2011,Pikine_Senegal,#N/A,#N/A,Chen2011,,,
PIK23_Chen2011,Pikine_Senegal,#N/A,#N/A,Chen2011,,,
PIK29_Chen2011,Pikine_Senegal,#N/A,#N/A,Chen2011,,,
PIK32_Chen2011,Pikine_Senegal,#N/A,#N/A,Chen2011,,,
PIK33_Chen2011,Pikine_Senegal,#N/A,#N/A,Chen2011,,,
PIK34_Chen2011,Pikine_Senegal,#N/A,#N/A,Chen2011,,,
PIK38_Chen2011,Pikine_Senegal,#N/A,#N/A,Chen2011,,,
PIK44_Chen2011,Pikine_Senegal,#N/A,#N/A,Chen2011,,,
PIK45_Chen2011,Pikine_Senegal,#N/A,#N/A,Chen2011,,,
PIK49_Chen2011,Pikine_Senegal,#N/A,#N/A,Chen2011,,,
PIK55_Chen2011,Pikine_Senegal,#N/A,#N/A,Chen2011,,,
IR1_DayLab_454,Iran_SistanBaluchestan,#N/A,#N/A,DayLab_454,,field,
IR11_DayLab_454,Iran_SistanBaluchestan,#N/A,#N/A,DayLab_454,,field,
IR12_DayLab_454,Iran_SistanBaluchestan,#N/A,#N/A,DayLab_454,,field,
IR13_DayLab_454,Iran_SistanBaluchestan,#N/A,#N/A,DayLab_454,,field,
IR14_DayLab_454,Iran_SistanBaluchestan,#N/A,#N/A,DayLab_454,,field,
IR16_DayLab_454,Iran_SistanBaluchestan,#N/A,#N/A,DayLab_454,,field,
IR17_DayLab_454,Iran_SistanBaluchestan,#N/A,#N/A,DayLab_454,,field,
IR18_DayLab_454,Iran_SistanBaluchestan,#N/A,#N/A,DayLab_454,,field,
IR19_DayLab_454,Iran_SistanBaluchestan,#N/A,#N/A,DayLab_454,,field,
IR2_DayLab_454,Iran_SistanBaluchestan,#N/A,#N/A,DayLab_454,,field,
IR20_DayLab_454,Iran_SistanBaluchestan,#N/A,#N/A,DayLab_454,,field,
IR21_DayLab_454,Iran_SistanBaluchestan,#N/A,#N/A,DayLab_454,,field,
IR22_DayLab_454,Iran_SistanBaluchestan,#N/A,#N/A,DayLab_454,,field,
IR23_DayLab_454,Iran_SistanBaluchestan,#N/A,#N/A,DayLab_454,,field,
IR24_DayLab_454,Iran_SistanBaluchestan,#N/A,#N/A,DayLab_454,,field,
IR25_DayLab_454,Iran_SistanBaluchestan,#N/A,#N/A,DayLab_454,,field,
IR26_DayLab_454,Iran_SistanBaluchestan,#N/A,#N/A,DayLab_454,,field,
IR27_DayLab_454,Iran_SistanBaluchestan,#N/A,#N/A,DayLab_454,,field,
IR3_DayLab_454,Iran_SistanBaluchestan,#N/A,#N/A,DayLab_454,,field,
IR30_DayLab_454,Iran_SistanBaluchestan,#N/A,#N/A,DayLab_454,,field,
IR31_DayLab_454,Iran_SistanBaluchestan,#N/A,#N/A,DayLab_454,,field,
IR32_DayLab_454,Iran_SistanBaluchestan,#N/A,#N/A,DayLab_454,,field,
IR33_DayLab_454,Iran_SistanBaluchestan,#N/A,#N/A,DayLab_454,,field,
IR34_DayLab_454,Iran_SistanBaluchestan,#N/A,#N/A,DayLab_454,,field,
IR35_DayLab_454,Iran_SistanBaluchestan,#N/A,#N/A,DayLab_454,,field,
IR36_DayLab_454,Iran_SistanBaluchestan,#N/A,#N/A,DayLab_454,,field,
IR37_DayLab_454,Iran_SistanBaluchestan,#N/A,#N/A,DayLab_454,,field,
IR38_DayLab_454,Iran_SistanBaluchestan,#N/A,#N/A,DayLab_454,,field,
IR39_DayLab_454,Iran_SistanBaluchestan,#N/A,#N/A,DayLab_454,,field,
IR4_DayLab_454,Iran_SistanBaluchestan,#N/A,#N/A,DayLab_454,,field,
IR40_DayLab_454,Iran_SistanBaluchestan,#N/A,#N/A,DayLab_454,,field,
IR41_DayLab_454,Iran_SistanBaluchestan,#N/A,#N/A,DayLab_454,,field,
IR42_DayLab_454,Iran_SistanBaluchestan,#N/A,#N/A,DayLab_454,,field,
IR43_DayLab_454,Iran_SistanBaluchestan,#N/A,#N/A,DayLab_454,,field,
IR44_DayLab_454,Iran_SistanBaluchestan,#N/A,#N/A,DayLab_454,,field,
IR45_DayLab_454,Iran_SistanBaluchestan,#N/A,#N/A,DayLab_454,,field,
IR46_DayLab_454,Iran_SistanBaluchestan,#N/A,#N/A,DayLab_454,,field,
IR47_DayLab_454,Iran_SistanBaluchestan,#N/A,#N/A,DayLab_454,,field,
IR48_DayLab_454,Iran_SistanBaluchestan,#N/A,#N/A,DayLab_454,,field,
IR49_DayLab_454,Iran_SistanBaluchestan,#N/A,#N/A,DayLab_454,,field,
IR5_DayLab_454,Iran_SistanBaluchestan,#N/A,#N/A,DayLab_454,,field,
IR50_DayLab_454,Iran_SistanBaluchestan,#N/A,#N/A,DayLab_454,,field,
IR6_DayLab_454,Iran_SistanBaluchestan,#N/A,#N/A,DayLab_454,,field,
IR7_DayLab_454,Iran_SistanBaluchestan,#N/A,#N/A,DayLab_454,,field,
IR8_DayLab_454,Iran_SistanBaluchestan,#N/A,#N/A,DayLab_454,,field,
IR9_DayLab_454,Iran_SistanBaluchestan,#N/A,#N/A,DayLab_454,,field,
JAU_Albrecht2010,Brazil,-14.235004,-51.92528,Albrecht2010,,,
JO1_Albrecht2010,Brazil,-14.235004,-51.92528,Albrecht2010,,,
JO2_Albrecht2010,Brazil,-14.235004,-51.92528,Albrecht2010,,,
K101_DayLab_454,Thailand_Kanchanaburi,#N/A,#N/A,DayLab_454,,field,
K118_DayLab_454,Thailand_Kanchanaburi,#N/A,#N/A,DayLab_454,,field,
K119_DayLab_454,Thailand_Kanchanaburi,#N/A,#N/A,DayLab_454,,field,
K126_DayLab_454,Thailand_Kanchanaburi,#N/A,#N/A,DayLab_454,,field,
K127_DayLab_454,Thailand_Kanchanaburi,#N/A,#N/A,DayLab_454,,field,
