Isolate,Location,Latitude,Longitude,Publication,Sequence_Type,Lab_Isolate,Other_info
MRS1543_DayLab_Ghana_1,Ghana_Soe_Boko,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1544_DayLab_Ghana_1,Ghana_Soe_Boko,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1549_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1551_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1558_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1559_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1561_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1571_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1573_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1574_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1575_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1576_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1578_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1579_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1582_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1585_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1587_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1595_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1602_DayLab_Ghana_1,Ghana_Soe_Boko,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1604_DayLab_Ghana_1,Ghana_Soe_Boko,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1605_DayLab_Ghana_1,Ghana_Soe_Boko,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1606_DayLab_Ghana_1,Ghana_Soe_Boko,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1608_DayLab_Ghana_1,Ghana_Soe_Boko,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1610_DayLab_Ghana_1,Ghana_Soe_Boko,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1611_DayLab_Ghana_1,Ghana_Soe_Boko,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1613_DayLab_Ghana_1,Ghana_Soe_Boko,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1617_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1618_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1619_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1623_DayLab_Ghana_1,Ghana_Soe_Boko,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1625_DayLab_Ghana_1,Ghana_Soe_Boko,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1626_DayLab_Ghana_1,Ghana_Soe_Boko,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1631_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1632_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1633_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1640_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1643_DayLab_Ghana_1,Ghana_Soe_Boko,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1644_DayLab_Ghana_1,Ghana_Soe_Boko,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1646_DayLab_Ghana_1,Ghana_Soe_Boko,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1650_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1654_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1663_DayLab_Ghana_1,Ghana_Soe_Boko,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1664_DayLab_Ghana_1,Ghana_Soe_Boko,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1665_DayLab_Ghana_1,Ghana_Soe_Boko,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1667_DayLab_Ghana_1,Ghana_Soe_Boko,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1671_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1679_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1682_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1685_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1686_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1689_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1690_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1692_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1695_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1697_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1705_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1706_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1707_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1710_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1714_DayLab_Ghana_1,Ghana_Soe_Boko,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1718_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1719_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1720_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1722_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1723_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1726_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1729_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1731_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1734_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1736_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1738_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1739_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1740_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1743_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1744_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1745_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1747_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1749_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1750_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1754_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1755_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1756_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1757_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1760_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1761_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1774_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1777_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1784_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1789_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1790_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1792_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1793_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1794_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1795_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1798_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1799_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1801_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1802_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1805_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1810_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1813_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1818_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1823_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1824_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1828_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1832_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1833_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1834_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1835_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1836_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1838_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1839_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1841_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1842_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1845_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1848_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1852_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1853_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1855_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1861_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1862_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1866_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1867_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1870_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1872_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1873_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1874_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1875_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1876_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1877_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1878_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1879_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1880_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1882_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1885_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1886_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1888_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1891_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1893_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1894_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1896_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1898_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1900_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1902_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1906_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1908_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1911_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1913_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1915_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1916_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1918_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1920_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1921_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1922_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1923_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1925_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1926_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1927_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1929_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1932_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1934_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1936_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1937_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1939_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1940_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1941_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1945_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1948_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1951_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1952_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1954_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1955_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1961_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1968_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1969_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1971_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1972_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1973_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1979_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1980_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1981_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1984_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1985_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1986_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1987_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1989_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS1998_DayLab_Ghana_1,Ghana_Soe_Boko,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS2000_DayLab_Ghana_1,Ghana_Soe_Boko,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS2005_DayLab_Ghana_1,Ghana_Soe_Boko,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS2014_DayLab_Ghana_1,Ghana_Soe_Boko,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS2024_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS2025_DayLab_Ghana_1,Ghana_Soe_Sanabisi,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS2050_DayLab_Ghana_1,Ghana_Soe_Boko,#N/A,#N/A,DayLab_Ghana_1,,field,
MRS2075_DayLab_Ghana_1,Ghana,7.946527,-1.023194,DayLab_Ghana_1,,field,
MRS2101_DayLab_Ghana_1,Ghana,7.946527,-1.023194,DayLab_Ghana_1,,field,
MZ1179_DayLab_454,Peru,-9.189967,-75.015152,DayLab_454,,field,
MZ1185_DayLab_454,Peru,-9.189967,-75.015152,DayLab_454,,field,
MZ1189_DayLab_454,Peru,-9.189967,-75.015152,DayLab_454,,field,
MZ193_DayLab_454,Peru,-9.189967,-75.015152,DayLab_454,,field,
P14_DayLab_454,Peru_Iquitos,#N/A,#N/A,DayLab_454,,field,
P16_DayLab_454,Peru_Iquitos,#N/A,#N/A,DayLab_454,,field,
P18_DayLab_454,Peru_Iquitos,#N/A,#N/A,DayLab_454,,field,
P19_DayLab_454,Peru_Iquitos,#N/A,#N/A,DayLab_454,,field,
P22_DayLab_454,Peru_Iquitos,#N/A,#N/A,DayLab_454,,field,
P24_DayLab_454,Peru_Iquitos,#N/A,#N/A,DayLab_454,,field,
P25_DayLab_454,Peru_Iquitos,#N/A,#N/A,DayLab_454,,field,
P27_DayLab_454,Peru_Iquitos,#N/A,#N/A,DayLab_454,,field,
P32_DayLab_454,Peru_Iquitos,#N/A,#N/A,DayLab_454,,field,
P38_DayLab_454,Peru_Iquitos,#N/A,#N/A,DayLab_454,,field,
P39_DayLab_454,Peru_Iquitos,#N/A,#N/A,DayLab_454,,field,
P45_DayLab_454,Peru_Iquitos,#N/A,#N/A,DayLab_454,,field,
P46_DayLab_454,Peru_Iquitos,#N/A,#N/A,DayLab_454,,field,
P55_DayLab_454,Peru_Iquitos,#N/A,#N/A,DayLab_454,,field,
P57_DayLab_454,Peru_Iquitos,#N/A,#N/A,DayLab_454,,field,
P58_DayLab_454,Peru_Iquitos,#N/A,#N/A,DayLab_454,,field,
P59_DayLab_454,Peru_Iquitos,#N/A,#N/A,DayLab_454,,field,
P6_DayLab_454,Peru_Iquitos,#N/A,#N/A,DayLab_454,,field,
P62_DayLab_454,Peru_Iquitos,#N/A,#N/A,DayLab_454,,field,
P64_DayLab_454,Peru_Iquitos,#N/A,#N/A,DayLab_454,,field,
P65_DayLab_454,Peru_Iquitos,#N/A,#N/A,DayLab_454,,field,
P9_DayLab_454,Peru_Iquitos,#N/A,#N/A,DayLab_454,,field,
POR0035A_DayLab_454,Peru,-9.189967,-75.015152,DayLab_454,,field,
POR100A_DayLab_454,Peru,-9.189967,-75.015152,DayLab_454,,field,
POR1022A_DayLab_454,Peru,-9.189967,-75.015152,DayLab_454,,field,
POR1028A_DayLab_454,Peru,-9.189967,-75.015152,DayLab_454,,field,
POR1028B_DayLab_454,Peru,-9.189967,-75.015152,DayLab_454,,field,
POR1043A_DayLab_454,Peru,-9.189967,-75.015152,DayLab_454,,field,
POR1060A_DayLab_454,Peru,-9.189967,-75.015152,DayLab_454,,field,
POR1061A_DayLab_454,Peru,-9.189967,-75.015152,DayLab_454,,field,
POR1111A_DayLab_454,Peru,-9.189967,-75.015152,DayLab_454,,field,
POR1124A_DayLab_454,Peru,-9.189967,-75.015152,DayLab_454,,field,
POR1131A_DayLab_454,Peru,-9.189967,-75.015152,DayLab_454,,field,
POR1202A_DayLab_454,Peru,-9.189967,-75.015152,DayLab_454,,field,
POR1203A_DayLab_454,Peru,-9.189967,-75.015152,DayLab_454,,field,
POR1203B_DayLab_454,Peru,-9.189967,-75.015152,DayLab_454,,field,
POR1203C_DayLab_454,Peru,-9.189967,-75.015152,DayLab_454,,field,
POR1203D_DayLab_454,Peru,-9.189967,-75.015152,DayLab_454,,field,
POR1214A_DayLab_454,Peru,-9.189967,-75.015152,DayLab_454,,field,
POR1214B_DayLab_454,Peru,-9.189967,-75.015152,DayLab_454,,field,
POR1218A_DayLab_454,Peru,-9.189967,-75.015152,DayLab_454,,field,
POR1222A_DayLab_454,Peru,-9.189967,-75.015152,DayLab_454,,field,
POR1238A_DayLab_454,Peru,-9.189967,-75.015152,DayLab_454,,field,
POR1425A_DayLab_454,Peru,-9.189967,-75.015152,DayLab_454,,field,
POR1482A_DayLab_454,Peru,-9.189967,-75.015152,DayLab_454,,field,
POR1544A_DayLab_454,Peru,-9.189967,-75.015152,DayLab_454,,field,
POR1547A_DayLab_454,Peru,-9.189967,-75.015152,DayLab_454,,field,
POR1547B_DayLab_454,Peru,-9.189967,-75.015152,DayLab_454,,field,
POR1548A_DayLab_454,Peru,-9.189967,-75.015152,DayLab_454,,field,
POR1553A_DayLab_454,Peru,-9.189967,-75.015152,DayLab_454,,field,
POR1585A_DayLab_454,Peru,-9.189967,-75.015152,DayLab_454,,field,
POR1590A_DayLab_454,Peru,-9.189967,-75.015152,DayLab_454,,field,
POR1774A_DayLab_454,Peru,-9.189967,-75.015152,DayLab_454,,field,
POR1804A_DayLab_454,Peru,-9.189967,-75.015152,DayLab_454,,field,
